Price,Location,Area,Amenities,BHK
₹10.0 Cr,"Bandra East, Bandra East, Mumbai - Western Mumbai, Maharashtra",1800sqft,,5 BHK
₹3.44 Cr,"CTS No. 101, Behind Dr. L. H. Hiranandani Hospital, Tirandaz, Powai, Mumbai, Maharashtra, Hiranandani Gardens, Mumbai - Central Mumbai, Maharashtra",1105sqft,,3 BHK
₹2.30 Cr,"Ruki Mahal Colaba Causeway Mumbai Maharashtra, Colaba, Mumbai - South Mumbai, Maharashtra",528sqft,,1 BHK
₹4.10 Cr,"Andheri, Mumbai, D.N. Nagar, Mumbai - Western Mumbai, Maharashtra",1200sqft,,4 BHK
₹2.50 Cr,"Jogeshwari West, Mumbai - Western Mumbai, Maharashtra",1350sqft,,3 BHK
₹12.0 Cr,"Andheri West, Andheri West, Mumbai - Western Mumbai, Maharashtra",3400sqft,,5 BHK
₹32.0 Cr,"Worli, Mumbai, Worli, Mumbai - South Mumbai, Maharashtra",4800sqft,,6 BHK
₹1.90 Cr,"Andheri West, Mumbai, Andheri West, Mumbai - Western Mumbai, Maharashtra",750sqft,,2 BHK
₹3.09 Cr,"sahakar Nagar shall colony near tilak nagar railway, Chembur, Mumbai - Harbour Line, Maharashtra",1054sqft,,3 BHK
₹3.39 Cr,"Alta Monte Cooperative Housing Society Narimal Road Vile Parle East Mumbai 400057, Vile Parle, Mumbai - Western Mumbai, Maharashtra",806sqft,,3 BHK
₹38.25 Cr,"Lower Parel, Mumbai - South Mumbai, Maharashtra",5445sqft,,5 BHK
₹1.45 Cr,"Luke Tower SV Road Andheri West Mumbai Maharashtra 400058, Andheri West, Mumbai - Western Mumbai, Maharashtra",660sqft,,2 BHK
₹4.10 Cr,"A2 Lok Nirman, Khar West, Mumbai - Western Mumbai, Maharashtra",794sqft,,2 BHK
₹3.35 Cr,"Matunga East, Mumbai - South Mumbai, Maharashtra",820sqft,,3 BHK
₹5.30 Cr,"D N Nagar, DN Nagar, Mumbai - Western Mumbai, Maharashtra",978sqft,,3 BHK
₹18.0 Cr,"Hill Crest, Worli Hill Rd, Worli, Mumbai, Maharashtra 400018, Worli Hill, Mumbai - South Mumbai, Maharashtra",2800sqft,,4 BHK
₹22.25 Cr,"Worli, Mumbai, Worli, Mumbai - South Mumbai, Maharashtra",5600sqft,,5 BHK
Call for Price,Property prices in South Mumbai are by far the highest in India and among the highest in the world.,"11,500sqft",,5 BHK
₹57.0 Lac,"Dahisar East, Mumbai - Western Mumbai, Maharashtra",390sqft,,1 BHK
₹3.06 Cr,"Borivali West, Mumbai, Borivali West, Mumbai - Western Mumbai, Maharashtra",899sqft,,3 BHK
₹4.80 Cr,"Ghatkopar East, Mumbai, Ghatkopar East, Mumbai - Central Mumbai, Maharashtra",1500sqft,,4 BHK
₹2.05 Cr,"Heritage House, Gundavali Lane No 2 Azad Road, Near Kamgar Kalyan Bhavan, Village Gundavali, Andheri E Mumbai - 400069, Andheri East, Mumbai - Western Mumbai, Maharashtra",645sqft,,2 BHK
₹4.0 Cr,"Jogeshwari West, Mumbai - Western Mumbai, Maharashtra",877sqft,,3 BHK
₹18.85 Cr,"Gokhale Rd S, Prabhadevi, Mumbai, Maharashtra, Prabhadevi, Mumbai - South Mumbai, Maharashtra",3088sqft,,5 BHK
₹9.50 Cr,"other proposals from 7 cr to 18 cr, Hasmukh Nagar, Mumbai - Western Mumbai, Maharashtra",2125sqft,,4 BHK
₹22.0 Cr,"Lower Parel, Mumbai - South Mumbai, Maharashtra",4700sqft,,7 BHK
₹1.55 Cr,"Mira Bhayander Road Mira Riad East Poonam Garden, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",950sqft,,3 BHK
₹1.60 Cr,"501/I wing, Mulund East, Mumbai - Central Mumbai, Maharashtra",900sqft,,3 BHK
₹3.50 Cr,"andheri west, Andheri West, Mumbai - Western Mumbai, Maharashtra",1150sqft,,3 BHK
₹2.55 Cr,"Link Road, Near Infinity Mall, Malad West, Mumbai, Malad West, Mumbai - Western Mumbai, Maharashtra",807sqft,,2 BHK
₹5.20 Cr,"Borivali West, Mumbai., Shimpoli, Mumbai - North Mumbai, Maharashtra",1453sqft,,4 BHK
₹6.90 Cr,"Bandra East, Mumbai., Bandra East, Mumbai - Western Mumbai, Maharashtra",1985sqft,,5 BHK
₹1.60 Cr,"Bhandup west, Bhandup, Mumbai - Central Mumbai, Maharashtra",700sqft,,2 BHK
₹5.30 Cr,"Mulund West, Mumbai - Central Mumbai, Maharashtra",1935sqft,,4 BHK
₹69.5 Lac,"Kandivali East, Mumbai - Western Mumbai, Maharashtra",400sqft,,1 BHK
Call for Price,"Prabhadevi, Mumbai, Prabhadevi, Mumbai - South Mumbai, Maharashtra",5600sqft,,8 BHK
₹2.85 Cr,"Bandra East, Mumbai, Bandra East, Mumbai - Western Mumbai, Maharashtra",615sqft,,2 BHK
₹10.0 Cr,"near model town close to Versova Metro Station, Andheri West, Mumbai - Western Mumbai, Maharashtra",2200sqft,,6 BHK
₹42.0 Cr,"Oberoi 360 West, Worli, Worli, Mumbai - South Mumbai, Maharashtra",4663sqft,,5 BHK
₹95.0 Lac,"Goregaon West, Mumbai, Goregaon West, Mumbai - Western Mumbai, Maharashtra",427sqft,,1 BHK
₹4.50 Cr,"Chikuwadi, nr phoenix hospital, Borivali West, Mumbai - Western Mumbai, Maharashtra",1850sqft,,4 BHK
₹1.51 Cr,"804, A Wing, jayram Heights, new Link rd, Kandarpada, Kandarpada, Mumbai - North Mumbai, Maharashtra",661sqft,,2 BHK
₹2.15 Cr,"Powai, Mumbai, Hiranandani Gardens, Mumbai - Central Mumbai, Maharashtra",565sqft,,2 BHK
₹5.0 Cr,"Bellasis road., Mumbai Central, Mumbai - South Mumbai, Maharashtra",1200sqft,,3 BHK
₹6.0 Cr,"poseidon apartments panch marg of yari road versova, Versova, Mumbai - Western Mumbai, Maharashtra",1500sqft,,3 BHK
₹2.50 Cr,"Siennaa, Off, Western Express Hwy, opposite Alpine, Sarova, Kandivali East, Mumbai, Maharashtra 400101, Kandivali East, Mumbai - Western Mumbai, Maharashtra",740sqft,,2 BHK
₹2.30 Cr,"Mulund West, Mumbai - Central Mumbai, Maharashtra",924sqft,,3 BHK
₹2.95 Cr,"Nahur East, Mumbai, Nahur East, Mumbai - Central Line, Maharashtra",1250sqft,,3 BHK
₹1.10 Cr,"Vikhroli East, Vikhroli East, Mumbai - Central Mumbai, Maharashtra",385sqft,,1 BHK
₹3.75 Cr,"601., Goregaon East, Mumbai - Western Mumbai, Maharashtra",1200sqft,,3 BHK
₹5.50 Cr,"12., Central Avenue Road, Mumbai - Harbour Line, Maharashtra",1400sqft,,4 BHK
₹2.75 Cr,"Andheri East, Mumbai - Western Mumbai, Maharashtra",1350sqft,,3 BHK
₹2.30 Cr,"Wadala, Wadala East, Mumbai - South Mumbai, Maharashtra",720sqft,,2 BHK
₹9.49 Cr,"Matunga East, Mumbai - South Mumbai, Maharashtra",1722sqft,,4 BHK
₹3.60 Cr,"Opp Breach Candy, Breach Candy, Mumbai 400026, Breach Candy, Mumbai - South Mumbai, Maharashtra",600sqft,,1 BHK
₹3.85 Cr,"Chandivali Farm Road, Near Gopal Sharma School, Powai, Mumbai, Powai, Mumbai - Central Mumbai, Maharashtra",1200sqft,,3 BHK
₹1.40 Cr,"lokhandwala kandivali East, Kandivali East, Mumbai - Western Mumbai, Maharashtra",650sqft,,2 BHK
₹5.0 Cr,"Breach Candy, Breach Candy, Mumbai - South Mumbai, Maharashtra",650sqft,,2 BHK
₹7.0 Cr,"Andheri East, Sher E Punjab Society, Mumbai - Western Mumbai, Maharashtra",3500sqft,,5 BHK
₹13.0 Cr,"Lower Parel, Mumbai - South Mumbai, Maharashtra",2200sqft,,3 BHK
₹2.40 Cr,"Jogeshwari West, Mumbai - Western Mumbai, Maharashtra",1100sqft,,2 BHK
₹5.75 Cr,"Off, Western Express Hwy, Khande Rao Dongari, Borivali, Mumbai, Maharashtra 400066, Magathane, Mumbai - North Mumbai, Maharashtra",1450sqft,,4 BHK
₹4.52 Cr,"Bandra West, Mumbai, Bandra West, Mumbai - Western Mumbai, Maharashtra",,,2 BHK
₹2.60 Cr,"Bhandup West, Mumbai, Lal Bahadur Shastri Road, Mumbai - Central Line, Maharashtra",1110sqft,,3 BHK
₹24.81 Cr,"Next To Mega Mall, Oshiwara, Andheri (West), Mumbai Andheri-Dahisar, Mumbai",4600sqft,,5 BHK
₹6.90 Cr,"New Cuffe Parade, Near Bkc, Wadala East, Mumbai - South Mumbai, Maharashtra",1768sqft,,4 BHK
₹11.0 Cr,"Near garden., Juhu, Mumbai - Western Mumbai, Maharashtra",2400sqft,,6 BHK
₹1.0 Cr,"Kandivali, Mumbai - Western Mumbai, Maharashtra",1890sqft,,5 BHK
₹97.0 Lac,"Goregaon East, Mumbai, Film City Road, Mumbai - North Mumbai, Maharashtra",470sqft,,1 BHK
₹5.65 Cr,"Magathane, Borivali East, Mumbai - Western Mumbai, Maharashtra",1393sqft,,4 BHK
₹8.25 Cr,Mumbai Central Station,2467sqft,,4 BHK
₹55.9 Lac,"MY flat is in Hermitage Society Complex 588 sqft, 5th floor, East West facing Near MahaVishnu Mandir Western Express Highway, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",588sqft,,1 BHK
₹5.55 Cr,"Chandivali, Mumbai., Chandivali, Mumbai - Central Mumbai, Maharashtra",1800sqft,,3 BHK
₹5.35 Cr,"Prabhadevi, Mumbai - South Mumbai, Maharashtra",915sqft,,2 BHK
₹6.0 Cr,"602., Andheri West, Mumbai - Western Mumbai, Maharashtra",1800sqft,,4 BHK
₹2.84 Cr,"Goregaon West, Mumbai, Oshiwara, Mumbai - Western Mumbai, Maharashtra",902sqft,,3 BHK
₹4.80 Cr,"Sewri-Chembur Road, Off, Eastern Fwy, near IMax Dome, Wadala, Mumbai, Maharashtra, Wadala East, Mumbai - South Mumbai, Maharashtra",1330sqft,,3 BHK
₹8.0 Cr,"Sai Shristi CHS Ltd Near Cubic Mall Chembur East Mumbai, Chembur East, Mumbai, Maharashtra",2500sqft,,5 BHK
₹6.10 Cr,"12., Goregaon West, Mumbai - Western Mumbai, Maharashtra",2090sqft,,6 BHK
₹12.55 Cr,"Jivraj Ramji Boricha Rd, Shastri Nagar, Adarsh Nagar, Lower Parel, Mumbai, Mahalaxmi Race Course, Mumbai - South Mumbai, Maharashtra",2019sqft,,4 BHK
₹29.40 Cr,"Nepeansea Rd, Simla Nagar, Malabar Hill, Mumbai - South Mumbai, Maharashtra",5000sqft,,5 BHK
₹7.0 Cr,"Cuffe parade, Cuffe Parade, Mumbai - South Mumbai, Maharashtra",1261sqft,,3 BHK
₹97.0 Lac,"Kandivali East, Mumbai, Kandivali East, Mumbai - Western Mumbai, Maharashtra",395sqft,,1 BHK
₹2.10 Cr,"Andheri East, Mumbai - Western Mumbai, Maharashtra",950sqft,,3 BHK
₹6.0 Cr,"Kandivali East, Mumbai, Thakur Village, Mumbai - North Mumbai, Maharashtra",1546sqft,,4 BHK
₹3.70 Cr,"Kandivali East, Mumbai, Lokhandwala Twp, Mumbai - Western Mumbai, Maharashtra",1570sqft,,4 BHK
₹10.27 Cr,"Senapati Bapat Marg, Elphinstone Road West, Mumbai, Maharashtra 400013, Lower Parel, Mumbai - South Mumbai, Maharashtra",1850sqft,,3 BHK
₹7.50 Cr,"Powai, Mumbai, Powai lake, Mumbai - Central Line, Maharashtra",2100sqft,,4 BHK
₹2.29 Cr,"CTS No. 101, behind Dr. L. H. Hiranandani Hospital, Tirandaz, Powai, Mumbai, Maharashtra 400076, Hiranandani Gardens, Mumbai - Central Mumbai, Maharashtra",666sqft,,2 BHK
₹2.12 Cr,"Kandivali East, Mumbai, Kandivali East, Mumbai - Western Mumbai, Maharashtra",781sqft,,2 BHK
₹4.0 Cr,"Chembur, Mumbai, Ghatla, Mumbai - Harbour Line, Maharashtra",1250sqft,,4 BHK
₹5.0 Cr,"Mulund West, Mumbai - Central Mumbai, Maharashtra",2300sqft,,4 BHK
₹7.0 Cr,"Pali hill bandra west., Pali Hill, Mumbai - Western Mumbai, Maharashtra",1100sqft,,3 BHK
₹1.08 Cr,"Mira Bhayandar, Mumbai, Mira Road East, Mumbai, Maharashtra",714sqft,,2 BHK
₹5.15 Cr,"Santacruz West, Santacruz West, Mumbai - Western Mumbai, Maharashtra",1200sqft,,3 BHK
₹2.30 Cr,"near Carter Road, Bandra West, Mumbai - Western Mumbai, Maharashtra",500sqft,,1 BHK
₹12.11 Cr,"near MIG Cricket Club, Kala Nagar, Bandra East, Mumbai, Maharashtra 400051",2101sqft,,4 BHK
₹75.0 Lac,"Sri Prastha Complex, 2nd Road, Nala Sopara West, Maharashtra - 401203., Nalasopara West, Mumbai - Mira Road and Beyond, Maharashtra",690sqft,,2 BHK
₹13.50 Cr,"Mahalakshmi, Mumbai, Mahalaxmi Race Course, Mumbai - South Mumbai, Maharashtra",2136sqft,,4 BHK
₹1.20 Cr,"Varsha Nagar, Mumbai - Central Line, Maharashtra",500sqft,,1 BHK
₹2.60 Cr,"Bandra West, Mumbai - Western Mumbai, Maharashtra",495sqft,,1 BHK
₹9.10 Cr,"Jerbai Wadia Rd, Dhabholkar Wadi, Bhoiwada, Parel, Mumbai, Maharashtra 400012",2600sqft,,4 BHK
₹8.29 Cr,"Dadar East, Mumbai - South Mumbai, Maharashtra",2076sqft,,4 BHK
₹6.0 Cr,"Kandivali East, Mumbai, Thakur Village, Mumbai - North Mumbai, Maharashtra",1604sqft,,4 BHK
₹46.0 Cr,"Thane, Mumbai, Maharashtra",1900sqmsqft,,6 BHK
₹6.75 Cr,"Nr. Lokhandwala Back Road, Andheri West, Lokhandwala Complex, Mumbai - Western Mumbai, Maharashtra",2300sqft,,6 BHK
₹3.75 Cr,"Chembur, Mumbai - Harbour Line, Maharashtra",1300sqft,,3 BHK
₹1.59 Cr,"Vidyavihar East, Mumbai - Central Line, Maharashtra",447sqft,,1 BHK
₹1.59 Cr,"Mira Road, Mumbai, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",840sqft,,3 BHK
₹99.0 Lac,"Pump House Vijay Raut Marg, Jijamata Rd, Andheri East, Mumbai, Maharashtra 400093, Jijamata Road, Mumbai - Western Mumbai, Maharashtra",421sqft,,1 BHK
₹1.10 Cr,"Cortez., Vasai West, Mumbai - Mira Road and Beyond, Maharashtra",926sqft,,4 BHK
₹11.0 Cr,"Worli Sea Face, Mumbai - South Mumbai, Maharashtra",1320sqft,,2 BHK
₹2.54 Cr,"Powai, Mumbai, Powai, Mumbai - Central Mumbai, Maharashtra",783sqft,,2 BHK
₹45.0 Lac,"Naigaon West, Mumbai - Mira Road and Beyond, Maharashtra",780sqft,,2 BHK
₹17.0 Cr,"Jivraj Ramji Boricha Rd, Shastri Nagar, Adarsh Nagar, Lower Parel, Mumbai, Mahalakshmi, Mumbai - South Mumbai, Maharashtra",2700sqft,,5 BHK
₹1.47 Cr,"Goregaon East, Mumbai - Western Mumbai, Maharashtra",618sqft,,2 BHK
₹7.0 Cr,"Jogeshwari Vikhroli Link Road, Mumbai - Western Mumbai, Maharashtra",1691sqft,,4 BHK
₹62.0 Lac,"Mira Road, Mumbai, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",480sqft,,1 BHK
₹68.0 Lac,"kalyan west, Kalyan, Mumbai - Around Mumbai, Maharashtra",602sqft,,2 BHK
₹1.85 Cr,"off st road, Chembur East, Mumbai, Maharashtra",690sqft,,2 BHK
₹98.0 Lac,"Mira Road, Mumbai, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",620sqft,,2 BHK
₹1.37 Cr,"Om Janak Kutir CHS Pantnagar Ghatkopar East Mumbai Maharashtra 400077, Ghatkopar East, Mumbai - Central Mumbai, Maharashtra",419sqft,,1 BHK
₹6.50 Cr,"Adani Western Heights A Wing JP Road Four Bunglows Andheri West Mumbai Mahahrastra 400058, Four Bungalows, Mumbai - Western Mumbai, Maharashtra",1450sqft,,4 BHK
₹4.25 Cr,"Harmony Building, Worli Naka, Bhim Nagar, Worli, Mumbai, Maharashtra 400018, Worli, Mumbai - South Mumbai, Maharashtra",900sqft,,2 BHK
₹62.0 Lac,"Vasai, Mumbai - Mira Road and Beyond, Maharashtra",935sqft,,2 BHK
₹3.70 Cr,"Powai, Mumbai, Central Area, Mumbai - Central Line, Maharashtra",835sqft,,2 BHK
₹1.75 Cr,"Chembur, Mumbai., Chembur, Mumbai - Harbour Line, Maharashtra",712sqft,,2 BHK
₹7.0 Cr,"Higher floor swinming pool club house view, Powai, Mumbai - Central Mumbai, Maharashtra",2400sqft,,6 BHK
₹16.23 Cr,"Worli, Mumbai, Worli, Mumbai - South Mumbai, Maharashtra",2520sqft,,4 BHK
₹80.0 Lac,"Stephen Menezes Marg, Bolinj, Virar West, Virar, Maharashtra, Bolinj, Mumbai - Mira Road and Beyond, Maharashtra",800sqft,,3 BHK
₹2.93 Cr,"DN nagar, D.N. Nagar, Mumbai - Western Mumbai, Maharashtra",1044sqft,,3 BHK
₹60.6 Lac,"Mira Road East, Mumbai, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",423sqft,,1 BHK
₹2.22 Cr,"Thakur Village, Near. Bank Of India, Kandivali.E. Mumbai. 400101, Thakur Village, Mumbai - North Mumbai, Maharashtra",800sqft,,3 BHK
₹1.25 Cr,"Vishweshwar Road, Near Udipi Vihar Hotel, Goregaon West 400062, Goregaon East, Mumbai - Western Mumbai, Maharashtra",420sqft,,1 BHK
₹2.20 Cr,"Heera Mansion, Grant Road, Mumbai - South Mumbai, Maharashtra",700sqft,,3 BHK
₹3.20 Cr,"Goregaon Mulund Link road, Mulund, Mumbai - Central Mumbai, Maharashtra",998sqft,,3 BHK
₹2.75 Cr,"Mulund West, Mumbai, Mulund West, Mumbai - Central Mumbai, Maharashtra",912sqft,,3 BHK
₹1.80 Cr,"Goregaon West, Mumbai, Best Nagar - Goregaon West, Mumbai - North Mumbai, Maharashtra",698sqft,,2 BHK
₹2.25 Cr,"Thakur Village, Mumbai - North Mumbai, Maharashtra",1000sqft,,3 BHK
₹2.30 Cr,"Haridas Nagar, Shimpoli Road, Borivali West, Mumbai - Western Mumbai, Maharashtra",668sqft,,2 BHK
₹4.25 Cr,"Daya Mandir Building Mumbadevi Road Bhuleshwar Mumbai Maharashtra 400002, Pydhonie, Mumbai - South Mumbai, Maharashtra",873sqft,,2 BHK
₹1.53 Cr,"Borivali West, Mumbai, Eksar, Mumbai - North Mumbai, Maharashtra",563sqft,,2 BHK
₹4.70 Cr,"white city Kandivali East, Kandivali East, Mumbai - Western Mumbai, Maharashtra",1763sqft,,4 BHK
₹15.0 Cr,"BS Devashi Marg, Deonar, Chembur, Mumbai, Maharashtra 400088, Lakme Road, Mumbai - Harbour Line, Maharashtra",3247sqft,,5 BHK
₹36.0 Cr,"Cross Road No. 10, Gulmohar Road, Juhu Scheme, Juhu, Mumbai - Western Mumbai, Maharashtra","12,000sqft",,8 BHK
₹3.90 Cr,"Green Ridge, Near chikuwadi, Borivali west, Borivali West, Mumbai - Western Mumbai, Maharashtra",1350sqft,,3 BHK
₹4.50 Cr,"Diamond Garden, Chembur, Mumbai - Harbour Line, Maharashtra",1408sqft,,4 BHK
₹1.30 Cr,"summerset chs., charkop gaon, kandivali west, Charkop, Mumbai - North Mumbai, Maharashtra",600sqft,,2 BHK
₹16.06 Cr,"Worli, Mumbai, Worli, Mumbai - South Mumbai, Maharashtra",2278sqft,,5 BHK
₹7.0 Cr,"LBS Road Mulund West, Mulund West, Mumbai - Central Mumbai, Maharashtra",1675sqft,,4 BHK
Call for Price,"tower 5 13034, Goregaon West, Mumbai - Western Mumbai, Maharashtra",1700sqft,,4 BHK
₹1.89 Cr,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1400sqft,,5 BHK
₹1.30 Cr,"Sale 2BHK Allure Jalaram Height Opposite MTNL Office Zaveri Baug Kandivali West,Mumbai",631sqft,,2 BHK
₹45.0 Cr,"Worli, Mumbai - South Mumbai, Maharashtra",5500sqft,,5 BHK
₹1.0 Cr,"Mumbai, Maharashtra",800sqft,,2 BHK
₹1.0 Cr,"Mumbai, Maharashtra",570sqft,,2 BHK
₹1.40 Cr,"Vasant Oasis Makwana Road Marol Andheri East Mumbai Maharashtra 400059, Marol Naka, Mumbai - Western Mumbai, Maharashtra",415sqft,,1 BHK
₹1.16 Cr,"Piramal Revanta, Behind Nirmal Lifestyle mall, Goregaon Mulund Link Road, Mulund West, Mulund West, Mumbai - Central Mumbai, Maharashtra",439sqft,,1 BHK
₹1.98 Cr,"Chandivali, Mumbai, Chandivali, Mumbai - Central Mumbai, Maharashtra",744sqft,,2 BHK
₹36.0 Cr,"Mumbai, Worli, Mumbai - South Mumbai, Maharashtra",5500sqft,,6 BHK
₹7.50 Cr,"Borivali East, Mumbai., Borivali East, Mumbai - Western Mumbai, Maharashtra",2038sqft,,6 BHK
₹1.06 Cr,"Bay Vue Rathodi village, marve road Malad - West, Mumbai-400095, Malad West, Mumbai - Western Mumbai, Maharashtra",510sqft,,1 BHK
₹3.75 Cr,"LBS Marg, Mumbai, Lal Bahadur Shastri Road, Mumbai - Central Line, Maharashtra",1200sqft,,3 BHK
₹1.25 Cr,"Marol Makhwana Road, Marol, Mumbai - Western Mumbai, Maharashtra",450sqft,,1 BHK
₹19.0 Cr,"Worli, Mumbai, Worli, Mumbai - South Mumbai, Maharashtra",4530sqft,,5 BHK
₹22.0 Cr,"Andheri West, Mumbai, Lokhandwala Complex, Mumbai - Western Mumbai, Maharashtra",4800sqft,,5 BHK
₹1.22 Cr,"Piramal Revanta, Behind Nirmal Lifestyle mall, Goregaon Mulund Link Road, Mulund West, Mulund West, Mumbai - Central Mumbai, Maharashtra",440sqft,,1 BHK
₹45.0 Lac,"Nr. Citizen Colony, Naigaon East, Naigaon East, Mumbai - Mira Road and Beyond, Maharashtra",495sqft,,2 BHK
₹8.25 Cr,"Pedder Road, Mumbai - South Mumbai, Maharashtra",1700sqft,,3 BHK
₹1.20 Cr,"Mumbai, Powai, Mumbai - Central Mumbai, Maharashtra",387sqft,,1 BHK
₹1.25 Cr,"Kannamwar Nagar 1, Vikhroli E, Mumbai, Kannamwar Nagar 1, Mumbai - Central Line, Maharashtra",610sqft,,2 BHK
₹89.0 Lac,"Andheri East, Mumbai, Andheri East, Mumbai - Western Mumbai, Maharashtra",370sqft,,1 BHK
₹8.95 Cr,"Powai, Powai, Mumbai - Central Mumbai, Maharashtra",2765sqft,,4 BHK
₹3.25 Cr,"Ebenezer Apartment 13th Road Mahadev Wadi Chembur Mumbai Maharashtra 400071, Chembur, Mumbai - Harbour Line, Maharashtra",1000sqft,,3 BHK
₹2.65 Cr,"Chembur, Mumbai, Chembur, Mumbai - Harbour Line, Maharashtra",850sqft,,2 BHK
₹6.90 Cr,"Malad West, Mumbai, Kanchpada, Mumbai - North Mumbai, Maharashtra",1648sqft,,4 BHK
₹5.67 Cr,"Lodha Matunga, Bhaudaji Rd, Sion., Five Gardens, Mumbai - Central Mumbai, Maharashtra",1331sqft,,4 BHK
₹13.0 Cr,"Khar West, Mumbai, Khar West, Mumbai - Western Mumbai, Maharashtra",1688sqft,,4 BHK
₹3.50 Cr,"Jogeshwari West, Mumbai - Western Mumbai, Maharashtra",1850sqft,,5 BHK
₹14.50 Cr,"Peddar Road Tardeo Mumbai Maharashtra 400026, Khar West, Mumbai - Western Mumbai, Maharashtra",2750sqft,,3 BHK
₹1.70 Cr,"Goregaon West, Mumbai - Western Mumbai, Maharashtra",670sqft,,2 BHK
₹4.25 Cr,"Wadhwa Promenade at The Address,Ghatkopar West, Central Mumbai suburbs",1296sqft,,4 BHK
₹13.99 Cr,"Andheri West, Mumbai, Andheri West, Mumbai - Western Mumbai, Maharashtra",3300sqft,,4 BHK
₹2.10 Cr,"Rajrudram Chs Ltd, Krishna Vatika Road, Gokuldham, opp Aarey Bhaskar Ground Goregaon East, Goregaon East, Mumbai - Western Mumbai, Maharashtra",1000sqft,,3 BHK
₹2.45 Cr,"Parel, Mumbai., Parel, Mumbai - South Mumbai, Maharashtra",698sqft,,2 BHK
₹4.15 Cr,"Andheri West, Mumbai, Andheri West, Mumbai - Western Mumbai, Maharashtra",1120sqft,,3 BHK
₹30.0 Cr,"Pali Hill, Mumbai - Western Mumbai, Maharashtra",3500sqft,,5 BHK
₹1.19 Cr,"SHETH CLARION touching western express highway, Magathane metro railway station, Kandivali East, Mumbai - Western Mumbai, Maharashtra",444sqft,,1 BHK
₹2.20 Cr,"Chandivali, Mumbai, Chandivali, Mumbai - Central Mumbai, Maharashtra",980sqft,,3 BHK
₹57.2 Lac,"Mira Road East, Mumbai, Ramdev Park, Mumbai - Mira Road and Beyond, Maharashtra",380sqft,,1 BHK
₹1.90 Cr,"1., Deonar, Mumbai - Harbour Line, Maharashtra",535sqft,,1 BHK
₹3.80 Cr,"0000., Tilak Nagar - Harbour Line, Mumbai - Harbour Line, Maharashtra",1610sqft,,5 BHK
₹7.75 Cr,"Dadar East, Mumbai, Dadar East, Mumbai - South Mumbai, Maharashtra",2100sqft,,4 BHK
₹95.0 Lac,"Bhandup West, Mumbai, Bhandup West, Mumbai - Central Mumbai, Maharashtra",446sqft,,1 BHK
₹2.40 Cr,"Chembur East, Mumbai, Chembur East, Mumbai, Maharashtra",753sqft,,2 BHK
₹2.42 Cr,"Mira Road, Mumbai, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",1648sqft,,4 BHK
₹8.50 Cr,"Vile Parle West, Mumbai - Western Mumbai, Maharashtra",1500sqft,,4 BHK
₹2.50 Cr,"Elco Arcade Hill Road Bandra West Mumbai Mahahrastra 400050, Bandra, Mumbai - Western Mumbai, Maharashtra",800sqft,,2 BHK
₹9.0 Cr,"Khar West, Mumbai - Western Mumbai, Maharashtra",1380sqft,,4 BHK
₹1.23 Cr,"Mira Road, Mumbai, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",742sqft,,2 BHK
₹1.87 Cr,"Malad west, Malad West, Mumbai - Western Mumbai, Maharashtra",700sqft,,2 BHK
₹1.20 Cr,"Andheri EastMumbai, Maharashtra, Andheri East, Mumbai - Western Mumbai, Maharashtra",600sqft,,2 BHK
₹1.80 Cr,"1st Floor, Anand Nagar Santacruz East, Mumbai - Western Mumbai, Maharashtra",490sqft,,2 BHK
₹2.20 Cr,"Malad West, Mumbai, Mindspace, Mumbai - North Mumbai, Maharashtra",740sqft,,2 BHK
₹9.0 Cr,"Bandra West - Mumbai., Bandra West, Mumbai - Western Mumbai, Maharashtra",1500sqft,,4 BHK
₹90.0 Cr,"36., Worli, Mumbai - South Mumbai, Maharashtra",7400sqft,,6 BHK
₹2.25 Cr,"Chembur East, Mumbai, Maharashtra",736sqft,,2 BHK
₹13.0 Cr,"Madhusudan Mills Compound, Lower Parel, Mumbai, Maharashtra, Worli, Mumbai - South Mumbai, Maharashtra",2200sqft,,5 BHK
₹3.50 Cr,"Ghatkopar East, Mumbai, Maharashtra, India., Vallabh Baug Lane, Mumbai - Central Line, Maharashtra",942sqft,,3 BHK
₹2.05 Cr,"Runwal Greens link Road Mulund West, Mumbai, Mulund West, Mumbai - Central Mumbai, Maharashtra",732sqft,,2 BHK
₹16.50 Cr,"Gokhale Rd S, Prabhadevi, Mumbai, Maharashtra, Prabhadevi, Mumbai - South Mumbai, Maharashtra",2670sqft,,6 BHK
₹3.20 Cr,"Kandivali West, Mumbai, Kandivali West, Mumbai - Western Mumbai, Maharashtra",1056sqft,,3 BHK
₹4.81 Cr,"Giriraj haveli, mathuradas road, kandivali west, mumbai 40067., Kandivali West, Mumbai - Western Mumbai, Maharashtra",1785sqft,,5 BHK
